datetime,respondent_code,respondent_name,fuel_type,type_name,value,units
2024-05-09 07:00:00,NE,New England,WND,Wind,416.0,megawatthours
2024-05-09 08:00:00,NE,New England,WND,Wind,460.0,megawatthours
2024-05-09 09:00:00,NE,New England,WND,Wind,434.0,megawatthours
2024-05-09 10:00:00,NE,New England,WND,Wind,374.0,megawatthours
2024-05-09 11:00:00,NE,New England,WND,Wind,421.0,megawatthours
2024-05-09 12:00:00,NE,New England,WND,Wind,445.0,megawatthours
2024-05-09 13:00:00,NE,New England,WND,Wind,440.0,megawatthours
2024-05-09 14:00:00,NE,New England,WND,Wind,457.0,megawatthours
2024-05-09 15:00:00,NE,New England,WND,Wind,417.0,megawatthours
2024-05-09 16:00:00,NE,New England,WND,Wind,391.0,megawatthours
2024-05-09 17:00:00,NE,New England,WND,Wind,425.0,megawatthours
2024-05-09 18:00:00,NE,New England,WND,Wind,419.0,megawatthours
2024-05-09 19:00:00,NE,New England,WND,Wind,377.0,megawatthours
2024-05-09 20:00:00,NE,New England,WND,Wind,300.0,megawatthours
2024-05-09 21:00:00,NE,New England,WND,Wind,266.0,megawatthours
2024-05-09 22:00:00,NE,New England,WND,Wind,173.0,megawatthours
2024-05-09 23:00:00,NE,New England,WND,Wind,113.0,megawatthours
2024-05-10 00:00:00,NE,New England,WND,Wind,72.0,megawatthours
2024-05-10 01:00:00,NE,New England,WND,Wind,63.0,megawatthours
2024-05-10 02:00:00,NE,New England,WND,Wind,71.0,megawatthours
2024-05-10 03:00:00,NE,New England,WND,Wind,76.0,megawatthours
2024-05-10 04:00:00,NE,New England,WND,Wind,96.0,megawatthours
2024-05-10 05:00:00,NE,New England,WND,Wind,109.0,megawatthours
2024-05-10 06:00:00,NE,New England,WND,Wind,100.0,megawatthours
2024-05-10 07:00:00,NE,New England,WND,Wind,113.0,megawatthours
2024-05-10 08:00:00,NE,New England,WND,Wind,148.0,megawatthours
2024-05-10 09:00:00,NE,New England,WND,Wind,118.0,megawatthours
2024-05-10 10:00:00,NE,New England,WND,Wind,124.0,megawatthours
2024-05-10 11:00:00,NE,New England,WND,Wind,173.0,megawatthours
2024-05-10 12:00:00,NE,New England,WND,Wind,128.0,megawatthours
2024-05-10 13:00:00,NE,New England,WND,Wind,92.0,megawatthours
2024-05-10 14:00:00,NE,New England,WND,Wind,123.0,megawatthours
2024-05-10 15:00:00,NE,New England,WND,Wind,118.0,megawatthours
2024-05-10 16:00:00,NE,New England,WND,Wind,116.0,megawatthours
2024-05-10 17:00:00,NE,New England,WND,Wind,117.0,megawatthours
2024-05-10 18:00:00,NE,New England,WND,Wind,111.0,megawatthours
2024-05-10 19:00:00,NE,New England,WND,Wind,128.0,megawatthours
2024-05-10 20:00:00,NE,New England,WND,Wind,133.0,megawatthours
2024-05-10 21:00:00,NE,New England,WND,Wind,129.0,megawatthours
2024-05-10 22:00:00,NE,New England,WND,Wind,110.0,megawatthours
2024-05-10 23:00:00,NE,New England,WND,Wind,93.0,megawatthours
2024-05-11 00:00:00,NE,New England,WND,Wind,99.0,megawatthours
2024-05-11 01:00:00,NE,New England,WND,Wind,123.0,megawatthours
2024-05-11 02:00:00,NE,New England,WND,Wind,116.0,megawatthours
2024-05-11 03:00:00,NE,New England,WND,Wind,128.0,megawatthours
2024-05-11 04:00:00,NE,New England,WND,Wind,104.0,megawatthours
2024-05-11 05:00:00,NE,New England,WND,Wind,79.0,megawatthours
2024-05-11 06:00:00,NE,New England,WND,Wind,84.0,megawatthours
2024-05-11 07:00:00,NE,New England,WND,Wind,88.0,megawatthours
2024-05-11 08:00:00,NE,New England,WND,Wind,82.0,megawatthours
2024-05-11 09:00:00,NE,New England,WND,Wind,69.0,megawatthours
2024-05-11 10:00:00,NE,New England,WND,Wind,66.0,megawatthours
2024-05-11 11:00:00,NE,New England,WND,Wind,60.0,megawatthours
2024-05-11 12:00:00,NE,New England,WND,Wind,41.0,megawatthours
2024-05-11 13:00:00,NE,New England,WND,Wind,37.0,megawatthours
2024-05-11 14:00:00,NE,New England,WND,Wind,52.0,megawatthours
2024-05-11 15:00:00,NE,New England,WND,Wind,62.0,megawatthours
2024-05-11 16:00:00,NE,New England,WND,Wind,84.0,megawatthours
2024-05-11 17:00:00,NE,New England,WND,Wind,103.0,megawatthours
2024-05-11 18:00:00,NE,New England,WND,Wind,99.0,megawatthours
2024-05-11 19:00:00,NE,New England,WND,Wind,116.0,megawatthours
2024-05-11 20:00:00,NE,New England,WND,Wind,107.0,megawatthours
2024-05-11 21:00:00,NE,New England,WND,Wind,83.0,megawatthours
2024-05-11 22:00:00,NE,New England,WND,Wind,86.0,megawatthours
2024-05-11 23:00:00,NE,New England,WND,Wind,105.0,megawatthours
2024-05-12 00:00:00,NE,New England,WND,Wind,105.0,megawatthours
2024-05-12 01:00:00,NE,New England,WND,Wind,126.0,megawatthours
2024-05-12 02:00:00,NE,New England,WND,Wind,123.0,megawatthours
2024-05-12 03:00:00,NE,New England,WND,Wind,104.0,megawatthours
2024-05-12 04:00:00,NE,New England,WND,Wind,98.0,megawatthours
2024-05-12 05:00:00,NE,New England,WND,Wind,109.0,megawatthours
2024-05-12 06:00:00,NE,New England,WND,Wind,85.0,megawatthours
2024-05-12 07:00:00,NE,New England,WND,Wind,92.0,megawatthours
2024-05-12 08:00:00,NE,New England,WND,Wind,90.0,megawatthours
2024-05-12 09:00:00,NE,New England,WND,Wind,93.0,megawatthours
2024-05-12 10:00:00,NE,New England,WND,Wind,89.0,megawatthours
2024-05-12 11:00:00,NE,New England,WND,Wind,72.0,megawatthours
2024-05-12 12:00:00,NE,New England,WND,Wind,57.0,megawatthours
2024-05-12 13:00:00,NE,New England,WND,Wind,39.0,megawatthours
2024-05-12 14:00:00,NE,New England,WND,Wind,35.0,megawatthours
2024-05-12 15:00:00,NE,New England,WND,Wind,31.0,megawatthours
2024-05-12 16:00:00,NE,New England,WND,Wind,24.0,megawatthours
2024-05-12 17:00:00,NE,New England,WND,Wind,26.0,megawatthours
2024-05-12 18:00:00,NE,New England,WND,Wind,24.0,megawatthours
2024-05-12 19:00:00,NE,New England,WND,Wind,22.0,megawatthours
2024-05-12 20:00:00,NE,New England,WND,Wind,24.0,megawatthours
2024-05-12 21:00:00,NE,New England,WND,Wind,17.0,megawatthours
2024-05-12 22:00:00,NE,New England,WND,Wind,26.0,megawatthours
2024-05-12 23:00:00,NE,New England,WND,Wind,46.0,megawatthours
2024-05-13 00:00:00,NE,New England,WND,Wind,45.0,megawatthours
2024-05-13 01:00:00,NE,New England,WND,Wind,79.0,megawatthours
2024-05-13 02:00:00,NE,New England,WND,Wind,104.0,megawatthours
2024-05-13 03:00:00,NE,New England,WND,Wind,172.0,megawatthours
2024-05-13 04:00:00,NE,New England,WND,Wind,165.0,megawatthours
2024-05-13 05:00:00,NE,New England,WND,Wind,170.0,megawatthours
2024-05-13 06:00:00,NE,New England,WND,Wind,120.0,megawatthours
2024-05-13 07:00:00,NE,New England,WND,Wind,95.0,megawatthours
2024-05-13 08:00:00,NE,New England,WND,Wind,70.0,megawatthours
2024-05-13 09:00:00,NE,New England,WND,Wind,61.0,megawatthours
2024-05-13 10:00:00,NE,New England,WND,Wind,52.0,megawatthours
2024-05-13 11:00:00,NE,New England,WND,Wind,32.0,megawatthours
2024-05-13 12:00:00,NE,New England,WND,Wind,15.0,megawatthours
2024-05-13 13:00:00,NE,New England,WND,Wind,6.0,megawatthours
2024-05-13 14:00:00,NE,New England,WND,Wind,8.0,megawatthours
2024-05-13 15:00:00,NE,New England,WND,Wind,15.0,megawatthours
2024-05-13 16:00:00,NE,New England,WND,Wind,34.0,megawatthours
2024-05-13 17:00:00,NE,New England,WND,Wind,65.0,megawatthours
2024-05-13 18:00:00,NE,New England,WND,Wind,107.0,megawatthours
2024-05-13 19:00:00,NE,New England,WND,Wind,171.0,megawatthours
2024-05-13 20:00:00,NE,New England,WND,Wind,173.0,megawatthours
2024-05-13 21:00:00,NE,New England,WND,Wind,223.0,megawatthours
2024-05-13 22:00:00,NE,New England,WND,Wind,274.0,megawatthours
2024-05-13 23:00:00,NE,New England,WND,Wind,320.0,megawatthours
2024-05-14 00:00:00,NE,New England,WND,Wind,352.0,megawatthours
2024-05-14 01:00:00,NE,New England,WND,Wind,451.0,megawatthours
2024-05-14 02:00:00,NE,New England,WND,Wind,504.0,megawatthours
2024-05-14 03:00:00,NE,New England,WND,Wind,525.0,megawatthours
2024-05-14 04:00:00,NE,New England,WND,Wind,568.0,megawatthours
2024-05-14 05:00:00,NE,New England,WND,Wind,564.0,megawatthours
2024-05-14 06:00:00,NE,New England,WND,Wind,527.0,megawatthours
2024-05-14 07:00:00,NE,New England,WND,Wind,483.0,megawatthours
2024-05-14 08:00:00,NE,New England,WND,Wind,437.0,megawatthours
2024-05-14 09:00:00,NE,New England,WND,Wind,418.0,megawatthours
2024-05-14 10:00:00,NE,New England,WND,Wind,397.0,megawatthours
2024-05-14 11:00:00,NE,New England,WND,Wind,396.0,megawatthours
2024-05-14 12:00:00,NE,New England,WND,Wind,294.0,megawatthours
2024-05-14 13:00:00,NE,New England,WND,Wind,219.0,megawatthours
2024-05-14 14:00:00,NE,New England,WND,Wind,211.0,megawatthours
2024-05-14 15:00:00,NE,New England,WND,Wind,214.0,megawatthours
2024-05-14 16:00:00,NE,New England,WND,Wind,248.0,megawatthours
2024-05-14 17:00:00,NE,New England,WND,Wind,293.0,megawatthours
2024-05-14 18:00:00,NE,New England,WND,Wind,284.0,megawatthours
2024-05-14 19:00:00,NE,New England,WND,Wind,306.0,megawatthours
2024-05-14 20:00:00,NE,New England,WND,Wind,270.0,megawatthours
2024-05-14 21:00:00,NE,New England,WND,Wind,262.0,megawatthours
2024-05-14 22:00:00,NE,New England,WND,Wind,224.0,megawatthours
2024-05-14 23:00:00,NE,New England,WND,Wind,208.0,megawatthours
2024-05-15 00:00:00,NE,New England,WND,Wind,244.0,megawatthours
2024-05-15 01:00:00,NE,New England,WND,Wind,284.0,megawatthours
2024-05-15 02:00:00,NE,New England,WND,Wind,305.0,megawatthours
2024-05-15 03:00:00,NE,New England,WND,Wind,283.0,megawatthours
2024-05-15 04:00:00,NE,New England,WND,Wind,232.0,megawatthours
2024-05-15 05:00:00,NE,New England,WND,Wind,224.0,megawatthours
2024-05-15 06:00:00,NE,New England,WND,Wind,194.0,megawatthours
2024-05-15 07:00:00,NE,New England,WND,Wind,129.0,megawatthours
2024-05-15 08:00:00,NE,New England,WND,Wind,117.0,megawatthours
2024-05-15 09:00:00,NE,New England,WND,Wind,109.0,megawatthours
2024-05-15 10:00:00,NE,New England,WND,Wind,62.0,megawatthours
2024-05-15 11:00:00,NE,New England,WND,Wind,53.0,megawatthours
2024-05-15 12:00:00,NE,New England,WND,Wind,36.0,megawatthours
2024-05-15 13:00:00,NE,New England,WND,Wind,25.0,megawatthours
2024-05-15 14:00:00,NE,New England,WND,Wind,24.0,megawatthours
2024-05-15 15:00:00,NE,New England,WND,Wind,23.0,megawatthours
2024-05-15 16:00:00,NE,New England,WND,Wind,20.0,megawatthours
2024-05-15 17:00:00,NE,New England,WND,Wind,22.0,megawatthours
2024-05-15 18:00:00,NE,New England,WND,Wind,56.0,megawatthours
2024-05-15 19:00:00,NE,New England,WND,Wind,101.0,megawatthours
2024-05-15 20:00:00,NE,New England,WND,Wind,178.0,megawatthours
2024-05-15 21:00:00,NE,New England,WND,Wind,196.0,megawatthours
2024-05-15 22:00:00,NE,New England,WND,Wind,179.0,megawatthours
2024-05-15 23:00:00,NE,New England,WND,Wind,174.0,megawatthours
2024-05-16 00:00:00,NE,New England,WND,Wind,168.0,megawatthours
2024-05-16 01:00:00,NE,New England,WND,Wind,156.0,megawatthours
2024-05-16 02:00:00,NE,New England,WND,Wind,198.0,megawatthours
2024-05-16 03:00:00,NE,New England,WND,Wind,182.0,megawatthours
2024-05-16 04:00:00,NE,New England,WND,Wind,161.0,megawatthours
2024-05-16 05:00:00,NE,New England,WND,Wind,173.0,megawatthours
2024-05-16 06:00:00,NE,New England,WND,Wind,154.0,megawatthours
2024-05-16 07:00:00,NE,New England,WND,Wind,130.0,megawatthours
2024-05-16 08:00:00,NE,New England,WND,Wind,138.0,megawatthours
2024-05-16 09:00:00,NE,New England,WND,Wind,151.0,megawatthours
2024-05-16 10:00:00,NE,New England,WND,Wind,152.0,megawatthours
2024-05-16 11:00:00,NE,New England,WND,Wind,154.0,megawatthours
2024-05-16 12:00:00,NE,New England,WND,Wind,141.0,megawatthours
2024-05-16 13:00:00,NE,New England,WND,Wind,140.0,megawatthours
2024-05-16 14:00:00,NE,New England,WND,Wind,139.0,megawatthours
2024-05-16 15:00:00,NE,New England,WND,Wind,134.0,megawatthours
2024-05-16 16:00:00,NE,New England,WND,Wind,127.0,megawatthours
2024-05-16 17:00:00,NE,New England,WND,Wind,140.0,megawatthours
2024-05-16 18:00:00,NE,New England,WND,Wind,159.0,megawatthours
2024-05-16 19:00:00,NE,New England,WND,Wind,151.0,megawatthours
2024-05-16 20:00:00,NE,New England,WND,Wind,157.0,megawatthours
2024-05-16 21:00:00,NE,New England,WND,Wind,138.0,megawatthours
2024-05-16 22:00:00,NE,New England,WND,Wind,136.0,megawatthours
2024-05-16 23:00:00,NE,New England,WND,Wind,100.0,megawatthours
2024-05-17 00:00:00,NE,New England,WND,Wind,114.0,megawatthours
2024-05-17 01:00:00,NE,New England,WND,Wind,125.0,megawatthours
2024-05-17 02:00:00,NE,New England,WND,Wind,129.0,megawatthours
2024-05-17 03:00:00,NE,New England,WND,Wind,145.0,megawatthours
2024-05-17 04:00:00,NE,New England,WND,Wind,149.0,megawatthours
2024-05-17 05:00:00,NE,New England,WND,Wind,146.0,megawatthours
2024-05-17 06:00:00,NE,New England,WND,Wind,153.0,megawatthours
2024-05-17 07:00:00,NE,New England,WND,Wind,182.0,megawatthours
2024-05-17 08:00:00,NE,New England,WND,Wind,240.0,megawatthours
2024-05-17 09:00:00,NE,New England,WND,Wind,257.0,megawatthours
2024-05-17 10:00:00,NE,New England,WND,Wind,251.0,megawatthours
2024-05-17 11:00:00,NE,New England,WND,Wind,246.0,megawatthours
2024-05-17 12:00:00,NE,New England,WND,Wind,133.0,megawatthours
2024-05-17 13:00:00,NE,New England,WND,Wind,74.0,megawatthours
2024-05-17 14:00:00,NE,New England,WND,Wind,69.0,megawatthours
2024-05-17 15:00:00,NE,New England,WND,Wind,89.0,megawatthours
2024-05-17 16:00:00,NE,New England,WND,Wind,116.0,megawatthours
2024-05-17 17:00:00,NE,New England,WND,Wind,134.0,megawatthours
2024-05-17 18:00:00,NE,New England,WND,Wind,178.0,megawatthours
2024-05-17 19:00:00,NE,New England,WND,Wind,239.0,megawatthours
2024-05-17 20:00:00,NE,New England,WND,Wind,248.0,megawatthours
2024-05-17 21:00:00,NE,New England,WND,Wind,233.0,megawatthours
2024-05-17 22:00:00,NE,New England,WND,Wind,224.0,megawatthours
2024-05-17 23:00:00,NE,New England,WND,Wind,216.0,megawatthours
2024-05-18 00:00:00,NE,New England,WND,Wind,218.0,megawatthours
2024-05-18 01:00:00,NE,New England,WND,Wind,198.0,megawatthours
2024-05-18 02:00:00,NE,New England,WND,Wind,172.0,megawatthours
2024-05-18 03:00:00,NE,New England,WND,Wind,188.0,megawatthours
2024-05-18 04:00:00,NE,New England,WND,Wind,206.0,megawatthours
2024-05-18 05:00:00,NE,New England,WND,Wind,242.0,megawatthours
2024-05-18 06:00:00,NE,New England,WND,Wind,262.0,megawatthours
2024-05-18 07:00:00,NE,New England,WND,Wind,269.0,megawatthours
2024-05-18 08:00:00,NE,New England,WND,Wind,262.0,megawatthours
2024-05-18 09:00:00,NE,New England,WND,Wind,269.0,megawatthours
2024-05-18 10:00:00,NE,New England,WND,Wind,215.0,megawatthours
2024-05-18 11:00:00,NE,New England,WND,Wind,219.0,megawatthours
2024-05-18 12:00:00,NE,New England,WND,Wind,198.0,megawatthours
2024-05-18 13:00:00,NE,New England,WND,Wind,129.0,megawatthours
2024-05-18 14:00:00,NE,New England,WND,Wind,98.0,megawatthours
2024-05-18 15:00:00,NE,New England,WND,Wind,84.0,megawatthours
2024-05-18 16:00:00,NE,New England,WND,Wind,79.0,megawatthours
2024-05-18 17:00:00,NE,New England,WND,Wind,82.0,megawatthours
2024-05-18 18:00:00,NE,New England,WND,Wind,90.0,megawatthours
2024-05-18 19:00:00,NE,New England,WND,Wind,96.0,megawatthours
2024-05-18 20:00:00,NE,New England,WND,Wind,139.0,megawatthours
2024-05-18 21:00:00,NE,New England,WND,Wind,182.0,megawatthours
2024-05-18 22:00:00,NE,New England,WND,Wind,185.0,megawatthours
2024-05-18 23:00:00,NE,New England,WND,Wind,144.0,megawatthours
2024-05-19 00:00:00,NE,New England,WND,Wind,125.0,megawatthours
2024-05-19 01:00:00,NE,New England,WND,Wind,127.0,megawatthours
2024-05-19 02:00:00,NE,New England,WND,Wind,135.0,megawatthours
2024-05-19 03:00:00,NE,New England,WND,Wind,146.0,megawatthours
2024-05-19 04:00:00,NE,New England,WND,Wind,147.0,megawatthours
2024-05-19 05:00:00,NE,New England,WND,Wind,123.0,megawatthours
2024-05-19 06:00:00,NE,New England,WND,Wind,125.0,megawatthours
2024-05-19 07:00:00,NE,New England,WND,Wind,124.0,megawatthours
2024-05-19 08:00:00,NE,New England,WND,Wind,139.0,megawatthours
2024-05-19 09:00:00,NE,New England,WND,Wind,156.0,megawatthours
2024-05-19 10:00:00,NE,New England,WND,Wind,149.0,megawatthours
2024-05-19 11:00:00,NE,New England,WND,Wind,128.0,megawatthours
2024-05-19 12:00:00,NE,New England,WND,Wind,98.0,megawatthours
2024-05-19 13:00:00,NE,New England,WND,Wind,84.0,megawatthours
2024-05-19 14:00:00,NE,New England,WND,Wind,64.0,megawatthours
2024-05-19 15:00:00,NE,New England,WND,Wind,40.0,megawatthours
2024-05-19 16:00:00,NE,New England,WND,Wind,33.0,megawatthours
2024-05-19 17:00:00,NE,New England,WND,Wind,46.0,megawatthours
2024-05-19 18:00:00,NE,New England,WND,Wind,45.0,megawatthours
2024-05-19 19:00:00,NE,New England,WND,Wind,45.0,megawatthours
2024-05-19 20:00:00,NE,New England,WND,Wind,43.0,megawatthours
2024-05-19 21:00:00,NE,New England,WND,Wind,49.0,megawatthours
2024-05-19 22:00:00,NE,New England,WND,Wind,61.0,megawatthours
2024-05-19 23:00:00,NE,New England,WND,Wind,60.0,megawatthours
2024-05-20 00:00:00,NE,New England,WND,Wind,68.0,megawatthours
2024-05-20 01:00:00,NE,New England,WND,Wind,91.0,megawatthours
2024-05-20 02:00:00,NE,New England,WND,Wind,97.0,megawatthours
2024-05-20 03:00:00,NE,New England,WND,Wind,103.0,megawatthours
2024-05-20 04:00:00,NE,New England,WND,Wind,116.0,megawatthours
2024-05-20 05:00:00,NE,New England,WND,Wind,121.0,megawatthours
2024-05-20 06:00:00,NE,New England,WND,Wind,88.0,megawatthours
2024-05-20 07:00:00,NE,New England,WND,Wind,80.0,megawatthours
2024-05-20 08:00:00,NE,New England,WND,Wind,78.0,megawatthours
2024-05-20 09:00:00,NE,New England,WND,Wind,72.0,megawatthours
2024-05-20 10:00:00,NE,New England,WND,Wind,58.0,megawatthours
2024-05-20 11:00:00,NE,New England,WND,Wind,51.0,megawatthours
2024-05-20 12:00:00,NE,New England,WND,Wind,35.0,megawatthours
2024-05-20 13:00:00,NE,New England,WND,Wind,14.0,megawatthours
2024-05-20 14:00:00,NE,New England,WND,Wind,8.0,megawatthours
2024-05-20 15:00:00,NE,New England,WND,Wind,6.0,megawatthours
2024-05-20 16:00:00,NE,New England,WND,Wind,7.0,megawatthours
2024-05-20 17:00:00,NE,New England,WND,Wind,10.0,megawatthours
2024-05-20 18:00:00,NE,New England,WND,Wind,17.0,megawatthours
2024-05-20 19:00:00,NE,New England,WND,Wind,32.0,megawatthours
2024-05-20 20:00:00,NE,New England,WND,Wind,52.0,megawatthours
2024-05-20 21:00:00,NE,New England,WND,Wind,96.0,megawatthours
2024-05-20 22:00:00,NE,New England,WND,Wind,125.0,megawatthours
2024-05-20 23:00:00,NE,New England,WND,Wind,162.0,megawatthours
2024-05-21 00:00:00,NE,New England,WND,Wind,231.0,megawatthours
2024-05-21 01:00:00,NE,New England,WND,Wind,317.0,megawatthours
2024-05-21 02:00:00,NE,New England,WND,Wind,360.0,megawatthours
2024-05-21 03:00:00,NE,New England,WND,Wind,390.0,megawatthours
2024-05-21 04:00:00,NE,New England,WND,Wind,395.0,megawatthours
2024-05-21 05:00:00,NE,New England,WND,Wind,357.0,megawatthours
2024-05-21 06:00:00,NE,New England,WND,Wind,358.0,megawatthours
2024-05-21 07:00:00,NE,New England,WND,Wind,342.0,megawatthours
2024-05-21 08:00:00,NE,New England,WND,Wind,332.0,megawatthours
2024-05-21 09:00:00,NE,New England,WND,Wind,320.0,megawatthours
2024-05-21 10:00:00,NE,New England,WND,Wind,264.0,megawatthours
2024-05-21 11:00:00,NE,New England,WND,Wind,217.0,megawatthours
2024-05-21 12:00:00,NE,New England,WND,Wind,154.0,megawatthours
2024-05-21 13:00:00,NE,New England,WND,Wind,108.0,megawatthours
2024-05-21 14:00:00,NE,New England,WND,Wind,67.0,megawatthours
2024-05-21 15:00:00,NE,New England,WND,Wind,73.0,megawatthours
2024-05-21 16:00:00,NE,New England,WND,Wind,115.0,megawatthours
2024-05-21 17:00:00,NE,New England,WND,Wind,161.0,megawatthours
2024-05-21 18:00:00,NE,New England,WND,Wind,195.0,megawatthours
2024-05-21 19:00:00,NE,New England,WND,Wind,236.0,megawatthours
2024-05-21 20:00:00,NE,New England,WND,Wind,237.0,megawatthours
2024-05-21 21:00:00,NE,New England,WND,Wind,224.0,megawatthours
2024-05-21 22:00:00,NE,New England,WND,Wind,226.0,megawatthours
2024-05-21 23:00:00,NE,New England,WND,Wind,242.0,megawatthours
2024-05-22 00:00:00,NE,New England,WND,Wind,241.0,megawatthours
2024-05-22 01:00:00,NE,New England,WND,Wind,264.0,megawatthours
2024-05-22 02:00:00,NE,New England,WND,Wind,283.0,megawatthours
2024-05-22 03:00:00,NE,New England,WND,Wind,313.0,megawatthours
2024-05-22 04:00:00,NE,New England,WND,Wind,284.0,megawatthours
2024-05-22 05:00:00,NE,New England,WND,Wind,332.0,megawatthours
2024-05-22 06:00:00,NE,New England,WND,Wind,359.0,megawatthours
2024-05-22 07:00:00,NE,New England,WND,Wind,296.0,megawatthours
2024-05-22 08:00:00,NE,New England,WND,Wind,284.0,megawatthours
2024-05-22 09:00:00,NE,New England,WND,Wind,368.0,megawatthours
2024-05-22 10:00:00,NE,New England,WND,Wind,402.0,megawatthours
2024-05-22 11:00:00,NE,New England,WND,Wind,374.0,megawatthours
2024-05-22 12:00:00,NE,New England,WND,Wind,303.0,megawatthours
2024-05-22 13:00:00,NE,New England,WND,Wind,202.0,megawatthours
2024-05-22 14:00:00,NE,New England,WND,Wind,122.0,megawatthours
2024-05-22 15:00:00,NE,New England,WND,Wind,76.0,megawatthours
2024-05-22 16:00:00,NE,New England,WND,Wind,82.0,megawatthours
2024-05-22 17:00:00,NE,New England,WND,Wind,97.0,megawatthours
2024-05-22 18:00:00,NE,New England,WND,Wind,117.0,megawatthours
2024-05-22 19:00:00,NE,New England,WND,Wind,131.0,megawatthours
2024-05-22 20:00:00,NE,New England,WND,Wind,138.0,megawatthours
2024-05-22 21:00:00,NE,New England,WND,Wind,134.0,megawatthours
2024-05-22 22:00:00,NE,New England,WND,Wind,146.0,megawatthours
2024-05-22 23:00:00,NE,New England,WND,Wind,164.0,megawatthours
2024-05-23 00:00:00,NE,New England,WND,Wind,230.0,megawatthours
2024-05-23 01:00:00,NE,New England,WND,Wind,359.0,megawatthours
2024-05-23 02:00:00,NE,New England,WND,Wind,420.0,megawatthours
2024-05-23 03:00:00,NE,New England,WND,Wind,432.0,megawatthours
2024-05-23 04:00:00,NE,New England,WND,Wind,406.0,megawatthours
2024-05-23 05:00:00,NE,New England,WND,Wind,399.0,megawatthours
2024-05-23 06:00:00,NE,New England,WND,Wind,368.0,megawatthours
2024-05-23 07:00:00,NE,New England,WND,Wind,394.0,megawatthours
2024-05-23 08:00:00,NE,New England,WND,Wind,398.0,megawatthours
2024-05-23 09:00:00,NE,New England,WND,Wind,350.0,megawatthours
2024-05-23 10:00:00,NE,New England,WND,Wind,313.0,megawatthours
2024-05-23 11:00:00,NE,New England,WND,Wind,350.0,megawatthours
2024-05-23 12:00:00,NE,New England,WND,Wind,280.0,megawatthours
2024-05-23 13:00:00,NE,New England,WND,Wind,203.0,megawatthours
2024-05-23 14:00:00,NE,New England,WND,Wind,248.0,megawatthours
2024-05-23 15:00:00,NE,New England,WND,Wind,277.0,megawatthours
2024-05-23 16:00:00,NE,New England,WND,Wind,241.0,megawatthours
2024-05-23 17:00:00,NE,New England,WND,Wind,255.0,megawatthours
2024-05-23 18:00:00,NE,New England,WND,Wind,268.0,megawatthours
2024-05-23 19:00:00,NE,New England,WND,Wind,259.0,megawatthours
2024-05-23 20:00:00,NE,New England,WND,Wind,315.0,megawatthours
2024-05-23 21:00:00,NE,New England,WND,Wind,403.0,megawatthours
2024-05-23 22:00:00,NE,New England,WND,Wind,404.0,megawatthours
2024-05-23 23:00:00,NE,New England,WND,Wind,342.0,megawatthours
2024-05-24 00:00:00,NE,New England,WND,Wind,407.0,megawatthours
2024-05-24 01:00:00,NE,New England,WND,Wind,551.0,megawatthours
2024-05-24 02:00:00,NE,New England,WND,Wind,617.0,megawatthours
2024-05-24 03:00:00,NE,New England,WND,Wind,650.0,megawatthours
2024-05-24 04:00:00,NE,New England,WND,Wind,659.0,megawatthours
2024-05-24 05:00:00,NE,New England,WND,Wind,662.0,megawatthours
2024-05-24 06:00:00,NE,New England,WND,Wind,603.0,megawatthours
2024-05-24 07:00:00,NE,New England,WND,Wind,544.0,megawatthours
2024-05-24 08:00:00,NE,New England,WND,Wind,530.0,megawatthours
2024-05-24 09:00:00,NE,New England,WND,Wind,441.0,megawatthours
2024-05-24 10:00:00,NE,New England,WND,Wind,412.0,megawatthours
2024-05-24 11:00:00,NE,New England,WND,Wind,478.0,megawatthours
2024-05-24 12:00:00,NE,New England,WND,Wind,406.0,megawatthours
2024-05-24 13:00:00,NE,New England,WND,Wind,341.0,megawatthours
2024-05-24 14:00:00,NE,New England,WND,Wind,472.0,megawatthours
2024-05-24 15:00:00,NE,New England,WND,Wind,536.0,megawatthours
2024-05-24 16:00:00,NE,New England,WND,Wind,725.0,megawatthours
2024-05-24 17:00:00,NE,New England,WND,Wind,795.0,megawatthours
2024-05-24 18:00:00,NE,New England,WND,Wind,746.0,megawatthours
2024-05-24 19:00:00,NE,New England,WND,Wind,780.0,megawatthours
2024-05-24 20:00:00,NE,New England,WND,Wind,813.0,megawatthours
2024-05-24 21:00:00,NE,New England,WND,Wind,902.0,megawatthours
2024-05-24 22:00:00,NE,New England,WND,Wind,889.0,megawatthours
2024-05-24 23:00:00,NE,New England,WND,Wind,817.0,megawatthours
2024-05-25 00:00:00,NE,New England,WND,Wind,780.0,megawatthours
2024-05-25 01:00:00,NE,New England,WND,Wind,732.0,megawatthours
2024-05-25 02:00:00,NE,New England,WND,Wind,609.0,megawatthours
2024-05-25 03:00:00,NE,New England,WND,Wind,617.0,megawatthours
2024-05-25 04:00:00,NE,New England,WND,Wind,632.0,megawatthours
2024-05-25 05:00:00,NE,New England,WND,Wind,617.0,megawatthours
2024-05-25 06:00:00,NE,New England,WND,Wind,580.0,megawatthours
2024-05-25 07:00:00,NE,New England,WND,Wind,659.0,megawatthours
2024-05-25 08:00:00,NE,New England,WND,Wind,587.0,megawatthours
2024-05-25 09:00:00,NE,New England,WND,Wind,528.0,megawatthours
2024-05-25 10:00:00,NE,New England,WND,Wind,494.0,megawatthours
